,아파트명,면적,법정동주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,매매호가,전세호가,월세호가,실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수
7,만촌화성파크드림3차,141,대구시 수성구 만촌동 1479,대구시 수성구 교학로 13,35.853966,128.652992,410.0,0.0,22.0,12.0,274,26,546.0,화성산업(주),HT001,141.89,107.02,75,4,2,32,계단식,1368000.0,2340900.0,273600.0,699300.0,30240.0,25200.0,5040.0,,329983,357802,,,,,대구대청초등학교,공립,745.0,514.0
0,만촌화성파크드림Ⅰ(주상복합),106,대구시 수성구 만촌동 861-10,대구시 수성구 달구벌대로 2692,35.853907,128.655637,60.0,0.0,18.0,18.0,735,69,68.0,(주)화성개발,HT001,106.43,83.81,79,3,2,60,계단식,297900.0,692010.0,59580.0,334530.0,0.0,0.0,0.0,55000.0,,,"5억 3,000~8억","2억 6,000~2억 8,000","3,000/120~1억/100","3,000/120~1억/100",대구대청초등학교,공립,745.0,514.0
0,만촌화성파크드림Ⅱ(주상복합),109㎡,대구시 수성구 만촌동 861-8,대구시 수성구 달구벌대로 2690,35.854144,128.65503,103.0,0.0,23.0,15.0,651,58,153.0,(주)화성개발,HT001,109.36,84.31,77,3,2,60,계단식,350100.0,791190.0,70020.0,371070.0,0.0,0.0,0.0,55000.0,,,,"3억 2,000~3억 8,000","3,000/120~2억/65","3,000/120~2억/65",대구대청초등학교,공립,745.0,514.0
1,만촌화성파크드림Ⅱ(주상복합),138㎡,대구시 수성구 만촌동 861-8,대구시 수성구 달구벌대로 2690,35.854144,128.65503,103.0,0.0,23.0,15.0,651,58,153.0,(주)화성개발,HT001,138.84,110.96,80,4,2,40,계단식,612675.0,1232280.0,122535.0,497070.0,0.0,0.0,0.0,63500.0,,,10억,"3억 5,000~5억","5,000/150","5,000/150",대구대청초등학교,공립,745.0,514.0
2,만촌화성파크드림Ⅱ(주상복합),191,대구시 수성구 만촌동 861-8,대구시 수성구 달구벌대로 2690,35.854144,128.65503,103.0,0.0,23.0,15.0,651,58,153.0,(주)화성개발,HT001,191.33,152.94,80,5,3,3,계단식,642600.0,1280160.0,128520.0,509040.0,0.0,0.0,0.0,,,,,,,,대구대청초등학교,공립,745.0,514.0
0,메트로팔레스1단지,116㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,116.88,84.93,73,3,2,30,계단식,216900.0,538110.0,43380.0,277830.0,0.0,0.0,0.0,,189809,205027,5억,3억,"3,000/110~3,000/120","3,000/110~3,000/120",대구중앙초등학교,공립,483.0,423.0
1,메트로팔레스1단지,121A㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,121.81,84.93,70,3,2,28,계단식,207000.0,519300.0,41400.0,270900.0,0.0,0.0,0.0,,189809,205027,,,,,대구중앙초등학교,공립,483.0,423.0
2,메트로팔레스1단지,123B㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,123.1,84.93,69,3,2,36,계단식,207000.0,519300.0,41400.0,270900.0,0.0,0.0,0.0,55000,189809,205027,,,,,대구중앙초등학교,공립,483.0,423.0
3,메트로팔레스1단지,123D㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,123.36,84.93,69,3,2,32,계단식,207000.0,519300.0,41400.0,270900.0,0.0,0.0,0.0,,189809,205027,,,,,대구중앙초등학교,공립,483.0,423.0
4,메트로팔레스1단지,123C㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,123.36,84.93,69,3,2,4,계단식,188100.0,483390.0,37620.0,257670.0,0.0,0.0,0.0,,189809,205027,,,"3,000/115","3,000/115",대구중앙초등학교,공립,483.0,423.0
5,메트로팔레스1단지,124A㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,124.43,84.93,68,3,2,36,계단식,216900.0,538110.0,43380.0,277830.0,0.0,0.0,0.0,,189809,205027,"4억 9,000~5억",3억,,,대구중앙초등학교,공립,483.0,423.0
6,메트로팔레스1단지,125B㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,125.12,84.93,68,3,2,32,계단식,216900.0,538110.0,43380.0,277830.0,0.0,0.0,0.0,,189809,205027,"5억~5억 3,000",,,,대구중앙초등학교,공립,483.0,423.0
7,메트로팔레스1단지,140㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,140.63,107.9,77,3,2,70,계단식,256500.0,613350.0,51300.0,305550.0,0.0,0.0,0.0,63500,241145,260478,"5억 8,000","3억 5,000~3억 7,000",,,대구중앙초등학교,공립,483.0,423.0
8,메트로팔레스1단지,150B㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,150.25,117.99,79,3,2,32,계단식,311400.0,717660.0,62280.0,343980.0,0.0,0.0,0.0,,263695,284836,,,,,대구중앙초등학교,공립,483.0,423.0
9,메트로팔레스1단지,150A㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,150.25,117.99,79,4,2,26,계단식,311400.0,717660.0,62280.0,343980.0,0.0,0.0,0.0,,263695,284836,,"4억 5,000",,,대구중앙초등학교,공립,483.0,423.0
10,메트로팔레스1단지,151㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,151.51,117.99,78,3,2,24,계단식,311400.0,717660.0,62280.0,343980.0,0.0,0.0,0.0,,263695,284836,"6억 5,000",,,,대구중앙초등학교,공립,483.0,423.0
11,메트로팔레스1단지,180C㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,180.41,134.98,75,4,2,80,계단식,336600.0,765540.0,67320.0,361620.0,0.0,0.0,0.0,,301665,325851,"6억 3,000~7억","4억~5억 2,000","3,000/130~3,000/150","3,000/130~3,000/150",대구중앙초등학교,공립,483.0,423.0
12,메트로팔레스1단지,180B㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,180.41,134.98,75,4,2,79,계단식,336600.0,765540.0,67320.0,361620.0,0.0,0.0,0.0,,301665,325851,6억~7억,4억,"3,000/150~3,000/160","3,000/150~3,000/160",대구중앙초등학교,공립,483.0,423.0
13,메트로팔레스1단지,180D㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,180.41,134.98,75,4,2,72,계단식,336600.0,765540.0,67320.0,361620.0,0.0,0.0,0.0,,301665,325851,"6억 3,000~7억 7,000",,,,대구중앙초등학교,공립,483.0,423.0
14,메트로팔레스1단지,180E㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,180.41,134.98,75,4,2,64,계단식,336600.0,765540.0,67320.0,361620.0,0.0,0.0,0.0,,301665,325851,,"3억 9,000","3,000/135~3,000/160","3,000/135~3,000/160",대구중앙초등학교,공립,483.0,423.0
15,메트로팔레스1단지,180G㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,180.41,134.98,75,4,2,62,계단식,336600.0,765540.0,67320.0,361620.0,0.0,0.0,0.0,,301665,325851,,,"3,000/180","3,000/180",대구중앙초등학교,공립,483.0,423.0
16,메트로팔레스1단지,180F㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,180.41,134.98,75,4,2,32,계단식,336600.0,765540.0,67320.0,361620.0,0.0,0.0,0.0,,301665,325851,"7억 5,000",,,,대구중앙초등학교,공립,483.0,423.0
17,메트로팔레스1단지,180A㎡,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,180.41,134.98,75,4,2,1,계단식,336600.0,765540.0,67320.0,361620.0,0.0,0.0,0.0,,301665,325851,,,,,대구중앙초등학교,공립,483.0,423.0
18,메트로팔레스1단지,211,대구시 수성구 만촌동 1356-3,대구시 수성구 동원로 135,35.870089,128.634753,804.0,0.0,20.0,12.0,309,28,1410.0,"주식회사 우방 , 롯데건설주식회사",HT001,211.27,166.28,79,5,2,64,계단식,370800.0,830520.0,74160.0,385560.0,0.0,0.0,0.0,,371617,401412,"7억 5,000~13억","4억 9,000~5억","3,000/180","3,000/180",대구중앙초등학교,공립,483.0,423.0
0,메트로팔레스2단지,107㎡,대구시 수성구 만촌동 1356-7,대구시 수성구 동원로 123,35.869244,128.636008,869.0,0.0,22.0,16.0,318,26,1411.0,"주식회사우방,롯데건설주식회사",HT001,107.71,74.91,70,3,2,167,계단식,163800.0,437220.0,32760.0,240660.0,0.0,0.0,0.0,55000.0,125823,145086,4억~5억,"2억 6,000","2,000/110~3,000/100","2,000/110~3,000/100",대구중앙초등학교,공립,483.0,423.0
1,메트로팔레스2단지,123㎡,대구시 수성구 만촌동 1356-7,대구시 수성구 동원로 123,35.869244,128.636008,869.0,0.0,22.0,16.0,318,26,1411.0,"주식회사우방,롯데건설주식회사",HT001,123.2,84.93,69,3,2,233,계단식,221400.0,546660.0,44280.0,280980.0,0.0,0.0,0.0,63500.0,142653,164492,"4억 5,000~5억 4,000","2억 5,000~3억 5,000","5,000/110~2억/30","5,000/110~2억/30",대구중앙초등학교,공립,483.0,423.0
2,메트로팔레스2단지,145㎡,대구시 수성구 만촌동 1356-7,대구시 수성구 동원로 123,35.869244,128.636008,869.0,0.0,22.0,16.0,318,26,1411.0,"주식회사우방,롯데건설주식회사",HT001,145.56,107.9,74,3,2,160,계단식,241200.0,584280.0,48240.0,294840.0,0.0,0.0,0.0,,181234,208980,"5억 3,000~8억","3억 4,000~4억 3,000","3,000/110~3,000/130","3,000/110~3,000/130",대구중앙초등학교,공립,483.0,423.0
3,메트로팔레스2단지,186㎡,대구시 수성구 만촌동 1356-7,대구시 수성구 동원로 123,35.869244,128.636008,869.0,0.0,22.0,16.0,318,26,1411.0,"주식회사우방,롯데건설주식회사",HT001,186.4,134.98,72,4,2,112,계단식,346500.0,784350.0,69300.0,368550.0,0.0,0.0,0.0,,226719,261429,"6억 8,000~7억 3,000",4억,1억/150~2억/100,1억/150~2억/100,대구중앙초등학교,공립,483.0,423.0
4,메트로팔레스2단지,211㎡,대구시 수성구 만촌동 1356-7,대구시 수성구 동원로 123,35.869244,128.636008,869.0,0.0,22.0,16.0,318,26,1411.0,"주식회사우방,롯데건설주식회사",HT001,211.83,166.28,78,5,2,43,계단식,442575.0,960120.0,88515.0,429030.0,0.0,0.0,0.0,,279293,322051,,,,,대구중앙초등학교,공립,483.0,423.0
5,메트로팔레스2단지,230㎡,대구시 수성구 만촌동 1356-7,대구시 수성구 동원로 123,35.869244,128.636008,869.0,0.0,22.0,16.0,318,26,1411.0,"주식회사우방,롯데건설주식회사",HT001,230.88,176.33,76,5,2,114,계단식,647325.0,1287720.0,129465.0,510930.0,0.0,0.0,0.0,,296173,341515,10억~13억,"4억~6억 5,000","5,000/230~5,000/250","5,000/230~5,000/250",대구중앙초등학교,공립,483.0,423.0
6,메트로팔레스2단지,308,대구시 수성구 만촌동 1356-7,대구시 수성구 동원로 123,35.869244,128.636008,869.0,0.0,22.0,16.0,318,26,1411.0,"주식회사우방,롯데건설주식회사",HT001,308.75,240.93,78,5,3,40,계단식,1049400.0,1847070.0,209880.0,587790.0,0.0,0.0,0.0,,404678,466633,13억~19억,,,,대구중앙초등학교,공립,483.0,423.0
0,메트로팔레스3단지,103㎡,대구시 수성구 만촌동 1429,대구시 수성구 동원로 110,35.869953,128.638439,878.0,0.0,22.0,16.0,278,23,1217.0,"주식회사 우방, 롯데건설주식회사",HT001,103.49,74.91,72,3,2,72,계단식,175500.0,459450.0,35100.0,248850.0,0.0,0.0,0.0,55000.0,162744,166558,"4억 5,000",,"3,000/100","3,000/100",대구중앙초등학교,공립,483.0,423.0
1,메트로팔레스3단지,115㎡,대구시 수성구 만촌동 1429,대구시 수성구 동원로 110,35.869953,128.638439,878.0,0.0,22.0,16.0,278,23,1217.0,"주식회사 우방, 롯데건설주식회사",HT001,115.66,84.93,73,3,2,442,계단식,227700.0,558630.0,45540.0,285390.0,0.0,0.0,0.0,63500.0,184512,188837,"4억 3,000~6억","2억 8,000~3억 6,000","3,000/100~1억/100","3,000/100~1억/100",대구중앙초등학교,공립,483.0,423.0
2,메트로팔레스3단지,150㎡,대구시 수성구 만촌동 1429,대구시 수성구 동원로 110,35.869953,128.638439,878.0,0.0,22.0,16.0,278,23,1217.0,"주식회사 우방, 롯데건설주식회사",HT001,150.24,117.99,79,4,2,178,계단식,287100.0,671490.0,57420.0,326970.0,0.0,0.0,0.0,,256336,262344,"6억~6억 7,000",,"3,000/130~3,000/140","3,000/130~3,000/140",대구중앙초등학교,공립,483.0,423.0
3,메트로팔레스3단지,180,대구시 수성구 만촌동 1429,대구시 수성구 동원로 110,35.869953,128.638439,878.0,0.0,22.0,16.0,278,23,1217.0,"주식회사 우방, 롯데건설주식회사",HT001,180.4,134.98,75,4,2,186,계단식,359100.0,808290.0,71820.0,377370.0,0.0,0.0,0.0,,293247,300121,"6억 5,000~9억",3억~5억,"3,000/160~3,000/180","3,000/160~3,000/180",대구중앙초등학교,공립,483.0,423.0
0,메트로팔레스5단지,103㎡,대구시 수성구 만촌동 1429-5,대구시 수성구 동원로 100,35.868483,128.640122,689.0,0.0,22.0,17.0,254,19,898.0,"(주)우방, 롯데(주)",HT001,103.64,74.91,72,3,2,241,계단식,162000.0,433800.0,32400.0,239400.0,0.0,0.0,0.0,55000.0,184431,181669,"3억 6,000~4억 5,000","2억 8,000~3억 4,000","2,000/100~5,000/80","2,000/100~5,000/80",대구중앙초등학교,공립,483.0,423.0
1,메트로팔레스5단지,115㎡,대구시 수성구 만촌동 1429-5,대구시 수성구 동원로 100,35.868483,128.640122,689.0,0.0,22.0,17.0,254,19,898.0,"(주)우방, 롯데(주)",HT001,115.83,84.93,73,3,2,288,계단식,221400.0,546660.0,44280.0,280980.0,0.0,0.0,0.0,63500.0,209101,205969,"4억 2,000~6억 8,000","2억 7,000~3억","3,000/110","3,000/110",대구중앙초등학교,공립,483.0,423.0
2,메트로팔레스5단지,180,대구시 수성구 만촌동 1429-5,대구시 수성구 동원로 100,35.868483,128.640122,689.0,0.0,22.0,17.0,254,19,898.0,"(주)우방, 롯데(주)",HT001,180.68,134.98,75,4,2,160,계단식,353700.0,798030.0,70740.0,373590.0,0.0,0.0,0.0,,332326,327349,"6억 5,000~8억","4억 7,000",,,대구중앙초등학교,공립,483.0,423.0
0,산장맨션,109㎡,대구시 수성구 만촌동 1172-1,대구시 수성구 교학로 111,35.847706,128.650538,216.0,0.0,10.0,7.0,0,0,216.0,동방,HT001,109.19,84.78,78,3,2,156,계단식,307800.0,710820.0,61560.0,341460.0,0.0,0.0,0.0,55000.0,182078,186942,5억~7억,"1억 7,000~2억 5,000","3,000/68~5,000/55","3,000/68~5,000/55",대구대청초등학교,공립,745.0,514.0
1,산장맨션,144,대구시 수성구 만촌동 1172-1,대구시 수성구 교학로 111,35.847706,128.650538,216.0,0.0,10.0,7.0,0,0,216.0,동방,HT001,144.8,115.65,80,4,2,60,계단식,433125.0,945000.0,86625.0,425250.0,0.0,0.0,0.0,63500.0,248376,255011,"7억~8억 5,000",3억,1억/130,1억/130,대구대청초등학교,공립,745.0,514.0
0,성좌,59㎡,대구시 수성구 만촌동 산382-1,대구시 수성구 달구벌대로530길 46,35.853796,128.651219,70.0,0.0,5.0,5.0,0,0,0.0,,HT001,59.02,52.67,89,2,1,40,계단식,86550.0,267030.0,17310.0,163170.0,0.0,0.0,0.0,55000.0,,,"3억 5,000~4억 5,000","9,000",,,대구대청초등학교,공립,745.0,514.0
1,성좌,78,대구시 수성구 만촌동 산382-1,대구시 수성구 달구벌대로530길 46,35.853796,128.651219,70.0,0.0,5.0,5.0,0,0,0.0,,HT001,78.33,69.56,89,3,1,30,계단식,102750.0,309150.0,20550.0,185850.0,0.0,0.0,0.0,63500.0,,,"4억 9,000~5억 9,000","1억 3,000~1억 5,000","1,000/60~1억/40","1,000/60~1억/40",대구대청초등학교,공립,745.0,514.0
0,수성e-편한세상2차,111B㎡,대구시 수성구 만촌동 1046-10,대구시 수성구 달구벌대로522길 33,35.855918,128.647117,447.0,0.0,24.0,12.0,254,19,763.0,대림산업(주),HT001,111.68,84.65,76,3,2,18,계단식,625275.0,1252440.0,125055.0,502110.0,0.0,0.0,0.0,63500.0,190529,187444,"7억 5,000~9억","3억 5,000~4억",,,대구대청초등학교,공립,745.0,514.0
1,수성e-편한세상2차,112A㎡,대구시 수성구 만촌동 1046-10,대구시 수성구 달구벌대로522길 33,35.855918,128.647117,447.0,0.0,24.0,12.0,254,19,763.0,대림산업(주),HT001,112.12,84.98,76,3,2,103,계단식,639450.0,1275120.0,127890.0,507780.0,0.0,0.0,0.0,55000.0,191275,188178,"7억 5,000~12억 5,000","3억~4억 7,000","5,000/130~1억/130","5,000/130~1억/130",대구대청초등학교,공립,745.0,514.0
2,수성e-편한세상2차,149B㎡,대구시 수성구 만촌동 1046-10,대구시 수성구 달구벌대로522길 33,35.855918,128.647117,447.0,0.0,24.0,12.0,254,19,763.0,대림산업(주),HT001,149.27,121.05,81,4,2,63,계단식,1177200.0,2045160.0,235440.0,632520.0,0.0,0.0,0.0,,272460,268049,"10억 5,000","4억 5,000~5억 3,000","5,000/190~5,000/210","5,000/190~5,000/210",대구대청초등학교,공립,745.0,514.0
3,수성e-편한세상2차,149C㎡,대구시 수성구 만촌동 1046-10,대구시 수성구 달구벌대로522길 33,35.855918,128.647117,447.0,0.0,24.0,12.0,254,19,763.0,대림산업(주),HT001,149.27,121.05,81,4,2,42,계단식,1177200.0,2045160.0,235440.0,632520.0,0.0,0.0,0.0,,272460,268049,"14억 8,000","4억 3,000",,,대구대청초등학교,공립,745.0,514.0
4,수성e-편한세상2차,151A㎡,대구시 수성구 만촌동 1046-10,대구시 수성구 달구벌대로522길 33,35.855918,128.647117,447.0,0.0,24.0,12.0,254,19,763.0,대림산업(주),HT001,151.81,125.28,83,4,2,129,계단식,1177200.0,2045160.0,235440.0,632520.0,0.0,0.0,0.0,,281976,277410,"10억~14억 5,000","4억 5,000~4억 6,000","5,000/180~5,000/200","5,000/180~5,000/200",대구대청초등학교,공립,745.0,514.0
5,수성e-편한세상2차,181㎡,대구시 수성구 만촌동 1046-10,대구시 수성구 달구벌대로522길 33,35.855918,128.647117,447.0,0.0,24.0,12.0,254,19,763.0,대림산업(주),HT001,181.79,147.43,81,4,2,56,계단식,1472400.0,2502720.0,294480.0,735840.0,205632.0,171360.0,34272.0,,331815,326442,,"5억 5,000~7억",3억/170,3억/170,대구대청초등학교,공립,745.0,514.0
6,수성e-편한세상2차,207㎡,대구시 수성구 만촌동 1046-10,대구시 수성구 달구벌대로522길 33,35.855918,128.647117,447.0,0.0,24.0,12.0,254,19,763.0,대림산업(주),HT001,207.61,173.44,84,4,2,32,계단식,1483200.0,2519460.0,296640.0,739620.0,223776.0,186480.0,37296.0,,390368,384047,,,,,대구대청초등학교,공립,745.0,514.0
7,수성e-편한세상2차,249㎡,대구시 수성구 만촌동 1046-10,대구시 수성구 달구벌대로522길 33,35.855918,128.647117,447.0,0.0,24.0,12.0,254,19,763.0,대림산업(주),HT001,249.55,202.38,81,5,2,2,계단식,1553400.0,2628270.0,310680.0,764190.0,341712.0,284760.0,56952.0,,455498,448123,,,,,대구대청초등학교,공립,745.0,514.0
8,수성e-편한세상2차,289,대구시 수성구 만촌동 1046-10,대구시 수성구 달구벌대로522길 33,35.855918,128.647117,447.0,0.0,24.0,12.0,254,19,763.0,대림산업(주),HT001,289.72,242.04,84,5,2,2,계단식,1620000.0,2731500.0,324000.0,787500.0,453600.0,378000.0,75600.0,,544758,535937,,12억,,,대구대청초등학교,공립,745.0,514.0
0,수성아크로타워(주상복합),163㎡,대구시 수성구 만촌동 1039-4,대구시 수성구 달구벌대로 2570,35.858458,128.644027,224.0,0.0,31.0,30.0,611,54,520.0,대림산업(주),HT001,163.78,127.52,78,4,2,112,계단식,1693800.0,2845890.0,338760.0,813330.0,577584.0,481320.0,96264.0,55000.0,470255,513100,"14억 9,000~16억","6억 8,000~8억",1억/260,1억/260,대구경동초등학교,공립,1013.0,896.0
1,수성아크로타워(주상복합),176,대구시 수성구 만촌동 1039-4,대구시 수성구 달구벌대로 2570,35.858458,128.644027,224.0,0.0,31.0,30.0,611,54,520.0,대림산업(주),HT001,176.4,138.52,79,4,2,112,계단식,1782000.0,2982600.0,356400.0,844200.0,725760.0,604800.0,120960.0,63500.0,510788,557326,"15억 5,000~16억",7억~8억,"3억 5,000/180","3억 5,000/180",대구경동초등학교,공립,1013.0,896.0
0,수성엘리트타운(주상복합),111㎡,대구시 수성구 만촌동 1037-14,대구시 수성구 만촌로 5,35.859927,128.645744,21.0,0.0,8.0,8.0,375,75,19.0,홍안건설,HT001,111.45,78.74,71,2,2,1,계단식,81150.0,252990.0,16230.0,155610.0,0.0,0.0,0.0,63500.0,,,"5억 3,000",,,,대구동원초등학교,공립,224.0,210.0
1,수성엘리트타운(주상복합),119A㎡,대구시 수성구 만촌동 1037-14,대구시 수성구 만촌로 5,35.859927,128.645744,21.0,0.0,8.0,8.0,375,75,19.0,홍안건설,HT001,119.81,84.64,71,3,2,7,계단식,114900.0,340740.0,22980.0,202860.0,0.0,0.0,0.0,,,,,,,,대구동원초등학교,공립,224.0,210.0
2,수성엘리트타운(주상복합),119B㎡,대구시 수성구 만촌동 1037-14,대구시 수성구 만촌로 5,35.859927,128.645744,21.0,0.0,8.0,8.0,375,75,19.0,홍안건설,HT001,119.85,84.67,71,3,2,3,계단식,111750.0,332550.0,22350.0,198450.0,0.0,0.0,0.0,,,,"5억 4,000",,,,대구동원초등학교,공립,224.0,210.0
3,수성엘리트타운(주상복합),120C,대구시 수성구 만촌동 1037-14,대구시 수성구 만촌로 5,35.859927,128.645744,21.0,0.0,8.0,8.0,375,75,19.0,홍안건설,HT001,120.08,84.83,71,3,2,7,계단식,114900.0,340740.0,22980.0,202860.0,0.0,0.0,0.0,55000,,,,,,,대구동원초등학교,공립,224.0,210.0
0,수성풀비체,115㎡,대구시 수성구 만촌동 641,대구시 수성구 화랑로32길 91,35.872078,128.645444,106.0,0.0,8.0,8.0,199,28,150.0,(주)고려주택,HT001,115.85,84.74,73,3,2,74,계단식,103200.0,310320.0,20640.0,186480.0,0.0,0.0,0.0,55000.0,,,"4억~4억 3,000","2억 8,000~3억",,,대구중앙초등학교,공립,483.0,423.0
1,수성풀비체,161A㎡,대구시 수성구 만촌동 641,대구시 수성구 화랑로32길 91,35.872078,128.645444,106.0,0.0,8.0,8.0,199,28,150.0,(주)고려주택,HT001,161.27,117.12,73,4,2,16,계단식,150300.0,411570.0,30060.0,231210.0,0.0,0.0,0.0,63500.0,,,"5억 1,000","3억 6,000",,,대구중앙초등학교,공립,483.0,423.0
2,수성풀비체,161B,대구시 수성구 만촌동 641,대구시 수성구 화랑로32길 91,35.872078,128.645444,106.0,0.0,8.0,8.0,199,28,150.0,(주)고려주택,HT001,161.6,117.13,72,4,2,16,계단식,150300.0,411570.0,30060.0,231210.0,0.0,0.0,0.0,,,,"5억 1,000~5억 5,000",,,,대구중앙초등학교,공립,483.0,423.0
0,심비움,94㎡,대구시 수성구 만촌동 1341-1,대구시 수성구 화랑로2길 113,35.868004,128.636984,19.0,0.0,7.0,6.0,178,35,20.0,대율종합건설 주식회사,HT001,94.57,82.81,88,3,2,13,계단식,57300.0,190980.0,11460.0,122220.0,0.0,0.0,0.0,55000.0,,,"2억 6,000~2억 9,500",,,,대구동원초등학교,공립,224.0,210.0
1,심비움,104㎡,대구시 수성구 만촌동 1341-1,대구시 수성구 화랑로2길 113,35.868004,128.636984,19.0,0.0,7.0,6.0,178,35,20.0,대율종합건설 주식회사,HT001,104.97,83.41,79,3,2,5,계단식,57300.0,190980.0,11460.0,122220.0,0.0,0.0,0.0,63500.0,,,,"1억 9,000",,,대구동원초등학교,공립,224.0,210.0
2,심비움,160,대구시 수성구 만촌동 1341-1,대구시 수성구 화랑로2길 113,35.868004,128.636984,19.0,0.0,7.0,6.0,178,35,20.0,대율종합건설 주식회사,HT001,160.79,127.77,79,4,2,1,계단식,84750.0,262350.0,16950.0,160650.0,0.0,0.0,0.0,,,,,,,,대구동원초등학교,공립,224.0,210.0
0,아진,57㎡,대구시 수성구 만촌동 1025-5,대구시 수성구 청호로94길 10,35.856933,128.644302,38.0,0.0,5.0,4.0,0,0,0.0,,HT001,57.72,56,97,2,1,1,계단식,68100.0,219060.0,13620.0,137340.0,0.0,0.0,0.0,63500.0,,,,,,,대구대청초등학교,공립,745.0,514.0
1,아진,57A㎡,대구시 수성구 만촌동 1025-5,대구시 수성구 청호로94길 10,35.856933,128.644302,38.0,0.0,5.0,4.0,0,0,0.0,,HT001,57.92,56.2,97,2,1,1,계단식,68100.0,219060.0,13620.0,137340.0,0.0,0.0,0.0,,,,,,,,대구대청초등학교,공립,745.0,514.0
2,아진,60B㎡,대구시 수성구 만촌동 1025-5,대구시 수성구 청호로94길 10,35.856933,128.644302,38.0,0.0,5.0,4.0,0,0,0.0,,HT001,60.56,58.84,97,2,1,6,계단식,84750.0,262350.0,16950.0,160650.0,0.0,0.0,0.0,,,,,,,,대구대청초등학교,공립,745.0,514.0
3,아진,62A㎡,대구시 수성구 만촌동 1025-5,대구시 수성구 청호로94길 10,35.856933,128.644302,38.0,0.0,5.0,4.0,0,0,0.0,,HT001,62.38,60.66,97,3,1,18,계단식,86100.0,265860.0,17220.0,162540.0,0.0,0.0,0.0,,,,3억,"9,000",500/40,500/40,대구대청초등학교,공립,745.0,514.0
